provincia,canton,parroquia
Azuay,Cuenca,Bellavista
Azuay,Cuenca,Cañaribamba
Azuay,Cuenca El,Batan
Azuay,Cuenca El,Sagrario
Azuay,Cuenca El,Vecino
Azuay,Cuenca Gil Ramirez,Davalos
Azuay,Cuenca,Huaynacapac
Azuay,Cuenca,Machangara
Azuay,Cuenca,Monay
Azuay,Cuenca San,Blas
Azuay,Cuenca San,Sebastian
Azuay,Cuenca,Sucre
Azuay,Cuenca,Totoracocha
Azuay,Cuenca,Yanuncay
Azuay,Cuenca Hermano,Miguel
Azuay,Cuenca,Cuenca
Azuay,Cuenca,Baños
Azuay,Cuenca,Cumbe
Azuay,Cuenca,Chaucha
Azuay,Cuenca Checa,(Jidcay)
Azuay,Cuenca,Chiquintad
Azuay,Cuenca,Llacao
Azuay,Cuenca,Molleturo
Azuay,Cuenca,Nulti
Azuay,Cuenca Octavio Cordero Palacios (Santa,Rosa)
Azuay,Cuenca,Paccha
Azuay,Cuenca,Quingeo
Azuay,Cuenca,Ricaurte
Azuay,Cuenca San,Joaquin
Azuay,Cuenca Santa,Ana
Azuay,Cuenca,Sayausi
Azuay,Cuenca,Sidcay
Azuay,Cuenca,Sinincay
Azuay,Cuenca,Tarqui
Azuay,Cuenca,Turi
Azuay,Cuenca,Valle
Azuay,Cuenca Victoria Del Portete,(Irquis)
Azuay,Giron,Giron
Azuay,Giron,Asuncion
Azuay,Giron San,Gerardo
Azuay,Gualaceo,Gualaceo
Azuay,Gualaceo,Chordeleg
Azuay,Gualaceo Daniel Cordova Toral (El,Oriente)
Azuay,Gualaceo,Jadan
Azuay,Gualaceo Mariano,Moreno
Azuay,Gualaceo,Principal
Azuay,Gualaceo Remigio Crespo Toral,(Gulag)
Azuay,Gualaceo San,Juan
Azuay,Gualaceo,Zhidmad
Azuay,Gualaceo Luis Cordero,Vega
Azuay,Gualaceo Simon Bolivar (Cab. En,Gañanzol)
Azuay,Nabon,Nabon
Azuay,Nabon,Cochapata
Azuay,Nabon El Progreso (Cab.En,Zhota)
Azuay,Nabon Las Nieves,(Chaya)
Azuay,Nabon,Oña
Azuay,Paute,Paute
Azuay,Paute,Amaluza
Azuay,Paute Bulan (Jose Victor,Izquierdo)
Azuay,Paute Chican (Guillermo,Ortega)
Azuay,Paute El,Cabo
Azuay,Paute,Guachapala
Azuay,Paute,Guarainag
Azuay,Paute,Palmas
Azuay,Paute,Pan
Azuay,Paute San Cristobal (Carlos Ordoñez,Lazo)
Azuay,Paute Sevilla De,Oro
Azuay,Paute,Tomebamba
Azuay,Paute Dug,Dug
Azuay,Pucara,Pucara
Azuay,Pucara Camilo Ponce Enriquez (Cab. En Rio 7 De,Mollepongo)
Azuay,Pucara San Rafael De,Sharug
Azuay,San Fernando San,Fernando
Azuay,San Fernando,Chumblin
Azuay,Santa Isabel Santa Isabel,(Chaguarurco)
Azuay,Santa Isabel Abdon Calderon (La,Union)
Azuay,Santa Isabel El Carmen De,Pijili
Azuay,Santa Isabel Zhaglli,(Shaglli)
Azuay,Santa Isabel San Salvador De,Cañaribamba
Azuay,Sigsig,Sigsig
Azuay,Sigsig Cuchil,(Cutchil)
Azuay,Sigsig,Gima
Azuay,Sigsig,Guel
Azuay,Sigsig,Ludo
Azuay,Sigsig San,Bartolome
Azuay,Sigsig San Jose De,Raranga
Azuay,Oña San Felipe De Oña Cabecera,Cantonal
Azuay,Oña,Susudel
Azuay,Chordeleg,Chordeleg
Azuay,Chordeleg,Principal
Azuay,Chordeleg La,Union
Azuay,Chordeleg Luis Galarza Orellana (Cab.En,Delegsol)
Azuay,Chordeleg San Martin De,Puzhio
Azuay,El Pan El,Pan
Azuay,El Pan,Amaluza
Azuay,El Pan,Palmas
Azuay,El Pan San,Vicente
Azuay,Sevilla De Oro Sevilla De,Oro
Azuay,Sevilla De Oro,Amaluza
Azuay,Sevilla De Oro,Palmas
Azuay,Guachapala,Guachapala
Azuay,Camilo Ponce Enriquez Camilo Ponce,Enriquez
Azuay,Camilo Ponce Enriquez El Carmen De,Pijili
Bolivar,Guaranda Angel Polibio,Chaves
Bolivar,Guaranda Gabriel Ignacio,Veintimilla
Bolivar,Guaranda,Guanujo
Bolivar,Guaranda,Guaranda
Bolivar,Guaranda Facundo,Vela
Bolivar,Guaranda Julio E. Moreno (Catanahuan,Grande)
Bolivar,Guaranda Las,Naves
Bolivar,Guaranda,Salinas
Bolivar,Guaranda San,Lorenzo
Bolivar,Guaranda San Simon,(Yacoto)
Bolivar,Guaranda Santa Fe (Santa,Fe)
Bolivar,Guaranda,Simiatug
Bolivar,Guaranda San Luis De,Pambil
Bolivar,Chillanes,Chillanes
Bolivar,Chillanes San Jose Del Tambo,(Tambopamba)
Bolivar,Chimbo San Jose De,Chimbo
Bolivar,Chimbo Asuncion,(Asancoto)
Bolivar,Chimbo,Caluma
Bolivar,Chimbo Magdalena,(Chapacoto)
Bolivar,Chimbo San,Sebastian
Bolivar,Chimbo,Telimbela
Bolivar,Echeandia,Echeandia
Bolivar,San Miguel San,Miguel
Bolivar,San Miguel,Balsapamba
Bolivar,San Miguel,Bilovan
Bolivar,San Miguel Regulo De,Mora
Bolivar,San Miguel San Pablo (San Pablo De,Atenas)
Bolivar,San Miguel,Santiago
Bolivar,San Miguel San,Vicente
Bolivar,Caluma,Caluma
Bolivar,Las Naves Las,Mercedes
Bolivar,Las Naves Las,Naves
Cañar,Azogues Aurelio Bayas,Martinez
Cañar,Azogues,Azogues
Cañar,Azogues,Borrero
Cañar,Azogues San,Francisco
Cañar,Azogues,Cojitambo
Cañar,Azogues,Deleg
Cañar,Azogues,Guapan
Cañar,Azogues Javier Loyola,(Chuquipata)
Cañar,Azogues Luis,Cordero
Cañar,Azogues,Pindilig
Cañar,Azogues,Rivera
Cañar,Azogues San,Miguel
Cañar,Azogues,Solano
Cañar,Azogues,Taday
Cañar,Biblian,Biblian
Cañar,Biblian Nazon (Cab. En Pampa De,Dominguez)
Cañar,Biblian San Francisco De,Sageo
Cañar,Biblian,Turupamba
Cañar,Biblian,Jerusalen
Cañar,Cañar,Cañar
Cañar,Cañar,Chontamarca
Cañar,Cañar,Chorocopte
Cañar,Cañar General Morales,(Socarte)
Cañar,Cañar,Gualleturo
Cañar,Cañar Honorato Vasquez (Tambo,Viejo)
Cañar,Cañar,Ingapirca
Cañar,Cañar,Juncal
Cañar,Cañar San,Antonio
Cañar,Cañar,Suscal
Cañar,Cañar,Tambo
Cañar,Cañar,Zhud
Cañar,Cañar,Ventura
Cañar,Cañar,Ducur
Cañar,La Troncal La,Troncal
Cañar,La Troncal Manuel J.,Calle
Cañar,La Troncal Pancho,Negro
Cañar,El Tambo El,Tambo
Cañar,Deleg,Deleg
Cañar,Deleg,Solano
Cañar,Suscal,Suscal
Carchi,Tulcan Gonzalez,Suarez
Carchi,Tulcan,Tulcan
Carchi,Tulcan El Carmelo (El,Pun)
Carchi,Tulcan,Huaca
Carchi,Tulcan Julio Andrade,(Orejuela)
Carchi,Tulcan,Maldonado
Carchi,Tulcan,Pioter
Carchi,Tulcan Tobar Donoso (La Bocana De,Camumbi)
Carchi,Tulcan,Tufiño
Carchi,Tulcan Urbina,(Taya)
Carchi,Tulcan El,Chical
Carchi,Tulcan Mariscal,Sucre
Carchi,Tulcan Santa Martha De,Cuba
Carchi,Bolivar,Bolivar
Carchi,Bolivar Garcia,Moreno
Carchi,Bolivar Los,Andes
Carchi,Bolivar Monte,Olivo
Carchi,Bolivar San Vicente De,Pusir
Carchi,Bolivar San,Rafael
Carchi,Espejo El,Angel
Carchi,Espejo 27 De,Septiembre
Carchi,Espejo El,Goaltal
Carchi,Espejo La Libertad,(Alizo)
Carchi,Espejo San,Isidro
Carchi,Mira Mira,(Chontahuasi)
Carchi,Mira,Concepcion
Carchi,Mira Jijon Y Caamaño (Cab. En Rio,Blanco)
Carchi,Mira Juan Montalvo (San Ignacio De,Quil)
Carchi,Montufar Gonzalez,Suarez
Carchi,Montufar San,Jose
Carchi,Montufar San,Gabriel
Carchi,Montufar Cristobal,Colon
Carchi,Montufar Chitan De,Navarrete
Carchi,Montufar Fernandez,Salvador
Carchi,Montufar La,Paz
Carchi,Montufar,Piartal
Carchi,San Pedro De Huaca,Huaca
Carchi,San Pedro De Huaca Mariscal,Sucre
Cotopaxi,Latacunga Eloy Alfaro (San,Felipe)
Cotopaxi,Latacunga Ignacio Flores (Parque,Flores)
Cotopaxi,Latacunga Juan Montalvo (San,Sebastian)
Cotopaxi,Latacunga La,Matriz
Cotopaxi,Latacunga San,Buenaventura
Cotopaxi,Latacunga,Latacunga
Cotopaxi,Latacunga Alaques,(Alaquez)
Cotopaxi,Latacunga Belisario Quevedo,(Guanailin)
Cotopaxi,Latacunga Guaitacama,(Guaytacama)
Cotopaxi,Latacunga Joseguango,Bajo
Cotopaxi,Latacunga Las,Pampas
Cotopaxi,Latacunga,Mulalo
Cotopaxi,Latacunga 11 De Noviembre,(Ilinchisi)
Cotopaxi,Latacunga,Poalo
Cotopaxi,Latacunga San Juan De,Pastocalle
Cotopaxi,Latacunga,Sigchos
Cotopaxi,Latacunga,Tanicuchi
Cotopaxi,Latacunga,Toacaso
Cotopaxi,Latacunga Palo,Quemado
Cotopaxi,La Mana El,Carmen
Cotopaxi,La Mana La,Mana
Cotopaxi,La Mana El,Triunfo
Cotopaxi,La Mana Guasaganda (Cab.En,Guasaganda
Cotopaxi,La Mana,Pucayacu
Cotopaxi,Pangua El,Corazon
Cotopaxi,Pangua,Moraspungo
Cotopaxi,Pangua,Pinllopata
Cotopaxi,Pangua Ramon,Campaña
Cotopaxi,Pujili,Pujili
Cotopaxi,Pujili,Angamarca
Cotopaxi,Pujili Chucchilan,(Chugchilan)
Cotopaxi,Pujili,Guangaje
Cotopaxi,Pujili Isinlibi,(Isinlivi)
Cotopaxi,Pujili La,Victoria
Cotopaxi,Pujili,Pilalo
Cotopaxi,Pujili,Tingo
Cotopaxi,Pujili,Zumbahua
Cotopaxi,Salcedo San,Miguel
Cotopaxi,Salcedo Antonio Jose Holguin (Santa,Lucia)
Cotopaxi,Salcedo,Cusubamba
Cotopaxi,Salcedo,Mulalillo
Cotopaxi,Salcedo Mulliquindil (Santa,Ana)
Cotopaxi,Salcedo,Pansaleo
Cotopaxi,Saquisili,Saquisili
Cotopaxi,Saquisili,Canchagua
Cotopaxi,Saquisili,Chantilin
Cotopaxi,Saquisili,Cochapamba
Cotopaxi,Sigchos,Sigchos
Cotopaxi,Sigchos,Chugchillan
Cotopaxi,Sigchos,Isinlivi
Cotopaxi,Sigchos Las,Pampas
Cotopaxi,Sigchos Palo,Quemado
Chimborazo,Riobamba,Lizarzaburu
Chimborazo,Riobamba,Maldonado
Chimborazo,Riobamba,Velasco
Chimborazo,Riobamba,Veloz
Chimborazo,Riobamba,Yaruquies
Chimborazo,Riobamba,Riobamba
Chimborazo,Riobamba Cacha (Cab. En,Machangara)
Chimborazo,Riobamba,Calpi
Chimborazo,Riobamba,Cubijies
Chimborazo,Riobamba,Flores
Chimborazo,Riobamba,Lican
Chimborazo,Riobamba,Licto
Chimborazo,Riobamba,Pungala
Chimborazo,Riobamba,Punin
Chimborazo,Riobamba,Quimiag
Chimborazo,Riobamba San,Juan
Chimborazo,Riobamba San,Luis
Chimborazo,Alausi,Alausi
Chimborazo,Alausi,Achupallas
Chimborazo,Alausi,Cumanda
Chimborazo,Alausi,Guasuntos
Chimborazo,Alausi,Huigra
Chimborazo,Alausi,Multitud
Chimborazo,Alausi Pistishi (Nariz Del,Diablo)
Chimborazo,Alausi,Pumallacta
Chimborazo,Alausi,Sevilla
Chimborazo,Alausi,Sibambe
Chimborazo,Alausi,Tixan
Chimborazo,Colta,Cajabamba
Chimborazo,Colta,Sicalpa
Chimborazo,Colta Villa La Union,(Cajabamba)
Chimborazo,Colta,Cañi
Chimborazo,Colta,Columbe
Chimborazo,Colta Juan De Velasco,(Pangor)
Chimborazo,Colta Santiago De Quito (Cab. En San Antonio De,Quito)
Chimborazo,Chambo,Chambo
Chimborazo,Chunchi,Chunchi
Chimborazo,Chunchi,Capzol
Chimborazo,Chunchi,Compud
Chimborazo,Chunchi,Gonzol
Chimborazo,Chunchi,Llagos
Chimborazo,Guamote,Guamote
Chimborazo,Guamote,Cebadas
Chimborazo,Guamote,Palmira
Chimborazo,Guano El,Rosario
Chimborazo,Guano La,Matriz
Chimborazo,Guano,Guano
Chimborazo,Guano,Guanando
Chimborazo,Guano,Ilapo
Chimborazo,Guano La,Providencia
Chimborazo,Guano San,Andres
Chimborazo,Guano San Gerardo De,Pacaicaguan
Chimborazo,Guano San Isidro De,Patulu
Chimborazo,Guano San Jose Del,Chazo
Chimborazo,Guano Santa Fe De,Galan
Chimborazo,Guano,Valparaiso
Chimborazo,Pallatanga,Pallatanga
Chimborazo,Penipe,Penipe
Chimborazo,Penipe El,Altar
Chimborazo,Penipe,Matus
Chimborazo,Penipe,Puela
Chimborazo,Penipe San Antonio De,Bayushig
Chimborazo,Penipe La,Candelaria
Chimborazo,Penipe Bilbao (Cab.En,Quilluyacu)
Chimborazo,Cumanda,Cumanda
El,Oro Machala La,Providencia
El,Oro Machala,Machala
El,Oro Machala Puerto,Bolivar
El,Oro Machala Nueve De,Mayo
El,Oro Machala El,Cambio
El,Oro Machala El,Retiro
El,Oro Arenillas,Arenillas
El,Oro Arenillas,Chacras
El,Oro Arenillas La,Libertad
